@relation dataset_13

@attribute col0 numeric
@attribute col1 numeric
@attribute col2 {nom_2_0,nom_2_1,nom_2_2}
@attribute col3 {nom_3_0,nom_3_1,nom_3_2}
@attribute col4 numeric
@attribute col5 numeric
@attribute class numeric

@data
0.744074,1,nom_2_1,nom_3_1,1,?,1.412343
1.633204,1,nom_2_1,nom_3_1,1,?,?
0.257047,1,nom_2_0,nom_3_0,1,?,0.566017
-0.088959,1,nom_2_1,nom_3_1,1,?,1.025524
-0.79656,0,nom_2_1,nom_3_0,0,?,1.489392
0.035572,0,nom_2_1,nom_3_0,0,?,0.841174
-0.255654,0,nom_2_0,nom_3_1,0,?,0.590635
0.852015,1,nom_2_1,nom_3_1,1,?,2.057646
-1.315151,0,nom_2_0,nom_3_0,0,?,2.804029
1.587565,1,nom_2_1,nom_3_1,1,?,3.165969
0.504741,0,nom_2_0,nom_3_1,0,?,1.213046
821.866201,1,nom_2_1,nom_3_1,1,?,2.443977
-1.05493,0,nom_2_0,nom_3_0,0,?,3.339855
-220.80147,0,nom_2_1,nom_3_0,0,?,1.170544
-0.025252,1,nom_2_0,nom_3_0,1,?,?
-0.822642,1,nom_2_0,nom_3_0,1,?,0.932299
-0.184555,?,nom_2_0,nom_3_0,?,?,0.539701
-0.786653,0,nom_2_0,nom_3_0,0,?,2.595194
1.143386,0,nom_2_1,nom_3_0,0,?,1.543326
1.03842,1,nom_2_0,nom_3_1,1,?,1.645368
1.312146,1,nom_2_1,nom_3_1,1,?,2.744906
-0.014115,0,nom_2_0,nom_3_0,0,?,0.810901
-1.117029,0,nom_2_0,nom_3_0,0,?,2.496717
-0.091007,0,nom_2_0,nom_3_0,0,?,0.92012
0.165952,1,nom_2_1,nom_3_0,1,?,0.713177
-1.717578,0,nom_2_0,nom_3_0,0,?,?
2.096888,1,nom_2_1,nom_3_1,1,?,4.515149
0.828741,1,nom_2_1,nom_3_1,1,?,2.19311
-1.081419,0,nom_2_0,nom_3_0,0,?,1.618718
0.909012,1,nom_2_1,nom_3_1,1,?,1.457641
0.546088,1,nom_2_1,nom_3_0,1,?,1.259827
-0.667967,0,nom_2_0,nom_3_0,0,?,0.929974
0.783248,0,nom_2_1,nom_3_0,0,?,1.36372
1.287498,1,nom_2_1,nom_3_1,1,?,2.01142
-1.684465,0,nom_2_0,nom_3_0,0,?,2.660606
0.108231,0,nom_2_1,nom_3_0,0,?,0.483789
-0.235554,0,nom_2_0,nom_3_0,0,?,1.700254
-0.699361,0,nom_2_0,nom_3_0,0,?,?
-0.860091,0,nom_2_0,nom_3_0,0,?,1.08478
-0.158153,0,nom_2_0,nom_3_1,0,?,0.892451
-0.379531,0,nom_2_0,nom_3_0,0,?,1.729357
1.027714,1,nom_2_1,nom_3_1,1,?,2.789867
1.938862,1,nom_2_1,nom_3_1,1,?,3.287843
-2.475107,0,nom_2_0,nom_3_0,0,?,4.272719
0.405654,1,nom_2_0,nom_3_0,1,?,1.210073
-2.433757,0,nom_2_0,nom_3_0,0,?,5.807738
0.831772,0,nom_2_1,nom_3_1,0,?,1.066041
-1.444855,0,nom_2_0,nom_3_0,0,?,2.339383
-0.70954,0,nom_2_0,nom_3_0,0,?,2.449213
-0.524386,0,nom_2_0,nom_3_0,0,?,1.384681
-1.803411,?,nom_2_0,nom_3_0,?,?,3.860818
456.191508,1,nom_2_1,nom_3_1,1,?,1.064272
1.513991,1,nom_2_1,nom_3_1,1,?,2.159888
0.291273,1,nom_2_1,nom_3_1,1,?,0.853917
-1.691435,0,nom_2_0,nom_3_0,0,?,3.368489
0.038993,0,nom_2_1,nom_3_0,0,?,0.632589
-1.989003,0,nom_2_0,nom_3_0,0,?,3.455631
-1.034462,0,nom_2_0,nom_3_0,0,?,2.071919
1173.138534,1,nom_2_1,nom_3_1,1,?,1.746894
0.299958,0,nom_2_0,nom_3_0,0,?,1.113238
1.00326,1,nom_2_1,nom_3_1,1,?,1.654202
-1.996685,0,nom_2_0,nom_3_0,0,?,2.739251
-1.666141,0,nom_2_0,nom_3_0,0,?,3.186777
-0.266598,0,nom_2_1,nom_3_0,0,?,0.767645
2091.174591,1,nom_2_1,nom_3_1,1,?,3.124403
1.081178,1,nom_2_1,nom_3_1,1,?,2.495453
2.305551,1,nom_2_1,nom_3_1,1,?,4.46193
-0.07125,1,nom_2_0,nom_3_0,1,?,0.540642
1.980649,1,nom_2_1,nom_3_1,1,?,3.508913
-1.543456,0,nom_2_0,nom_3_0,0,?,2.374609
0.644686,0,nom_2_0,nom_3_0,0,?,0.731547
-1.202697,0,nom_2_0,nom_3_0,0,?,2.148168
-1.588147,0,nom_2_0,nom_3_0,0,?,3.398645
0.275224,1,nom_2_1,nom_3_1,1,?,0.868479
-0.270224,0,nom_2_0,nom_3_0,0,?,1.117052
-0.446337,1,nom_2_0,nom_3_0,1,?,0.489276
1.527375,1,nom_2_1,nom_3_1,1,?,2.57531
-0.788837,0,nom_2_0,nom_3_0,0,?,1.478526
-0.364855,1,nom_2_1,nom_3_0,1,?,0.929756
0.813783,1,nom_2_1,nom_3_1,1,?,1.911361
0.307776,1,nom_2_1,nom_3_0,1,?,0.527387
-0.299302,0,nom_2_0,nom_3_0,0,?,1.756681
201991.820789,1,nom_2_0,nom_3_0,1,?,0.331692
-0.261875,0,nom_2_0,nom_3_0,0,?,1.030071
1.045924,1,nom_2_1,nom_3_1,1,?,1.835891
-0.73825,0,nom_2_0,nom_3_0,0,?,2.176369
0.413931,1,nom_2_1,nom_3_1,1,?,1.822502
1.410083,1,nom_2_1,nom_3_1,1,?,3.307654
-0.161249,0,nom_2_0,nom_3_0,0,?,1.743197
1.421614,1,nom_2_1,nom_3_1,1,?,2.058418
-0.160077,0,nom_2_0,nom_3_0,0,?,0.498286
-1.124123,0,nom_2_0,nom_3_0,0,?,3.322527
-0.653799,0,nom_2_0,nom_3_0,0,?,1.22626
2.066664,1,nom_2_1,nom_3_1,1,?,4.591807
0.054046,1,nom_2_0,nom_3_0,1,?,1.11209
-0.240223,0,nom_2_1,nom_3_0,0,?,1.156379
-0.265636,0,nom_2_0,nom_3_0,0,?,1.029542
0.665528,1,nom_2_0,nom_3_1,1,?,0.926175
-0.483909,0,nom_2_0,nom_3_0,0,?,1.905997
1.522454,1,nom_2_1,nom_3_1,1,?,2.696507
-2.030606,0,nom_2_0,nom_3_0,0,?,4.171306
-0.28285,0,nom_2_0,nom_3_0,0,?,0.445904
1.016914,1,nom_2_1,nom_3_1,1,?,1.921468
-0.760671,0,nom_2_0,nom_3_0,0,?,0.951976
914.314819,1,nom_2_1,nom_3_1,1,?,1.96133
-0.423143,0,nom_2_0,nom_3_0,0,?,1.473487
-0.927454,0,nom_2_0,nom_3_0,0,?,2.102235
-0.060272,1,nom_2_0,nom_3_0,1,?,1.154775
-0.194633,0,nom_2_0,nom_3_1,0,?,0.700213
5.693267,0,nom_2_0,nom_3_0,0,?,1.906968
0.03109,?,nom_2_0,nom_3_1,?,?,0.637102
-0.467688,0,nom_2_0,nom_3_1,0,?,0.571792
1.731445,1,nom_2_1,nom_3_1,1,?,2.133836
0.21829,1,nom_2_0,nom_3_0,1,?,0.535512
1.217562,1,nom_2_1,nom_3_0,1,?,2.062595
-2.410923,0,nom_2_0,nom_3_0,0,?,4.990653
0.579769,1,nom_2_0,nom_3_1,1,?,1.189716
-2.068148,0,nom_2_0,nom_3_0,0,?,3.394261
0.241236,1,nom_2_1,nom_3_1,1,?,1.225968
0.293731,1,nom_2_1,nom_3_0,1,?,1.46316
0.011185,0,nom_2_1,nom_3_0,0,?,0.919697
0.001299,0,nom_2_0,nom_3_0,0,?,0.676962
0.255121,1,nom_2_0,nom_3_1,1,?,?
0.277781,1,nom_2_1,nom_3_0,1,?,1.22052
-1.511987,0,nom_2_0,nom_3_0,0,?,3.244098
-1.391553,0,nom_2_0,nom_3_0,0,?,2.492687
-0.444125,0,nom_2_0,nom_3_0,0,?,1.294168
0.593636,1,nom_2_1,nom_3_1,1,?,1.559526
0.89643,0,nom_2_0,nom_3_0,0,?,1.051159
-1.024943,1,nom_2_0,nom_3_0,1,?,1.271467
-0.313013,1,nom_2_0,nom_3_0,1,?,0.466724
-0.656348,0,nom_2_0,nom_3_0,0,?,1.456861
0.112944,1,nom_2_1,nom_3_1,1,?,2.399689
-0.266433,0,nom_2_0,nom_3_0,0,?,1.97237
-0.389037,0,nom_2_0,nom_3_0,0,?,1.068421
-0.560902,0,nom_2_0,nom_3_0,0,?,1.795398
-0.131281,1,nom_2_0,nom_3_1,1,?,1.289574
1752.179069,1,nom_2_1,nom_3_1,1,?,2.948604
-2.386932,0,nom_2_0,nom_3_0,0,?,3.975415
-0.611856,0,nom_2_0,nom_3_0,0,?,1.595956
-2.17535,0,nom_2_0,nom_3_0,0,?,3.889685
0.010194,1,nom_2_1,nom_3_1,1,?,1.205209
-0.214417,0,nom_2_0,nom_3_0,0,?,0.751951
-1.621539,?,nom_2_0,nom_3_0,?,?,3.396762
-1.211354,0,nom_2_0,nom_3_0,0,?,2.873493
-2.256029,0,nom_2_0,nom_3_0,0,?,4.66266
-1.299584,0,nom_2_0,nom_3_0,0,?,2.023771
-1.181776,0,nom_2_0,nom_3_0,0,?,3.114164
-1.176669,1,nom_2_0,nom_3_0,1,?,2.256543
-0.48594,0,nom_2_0,nom_3_0,0,?,2.194223
1.655894,1,nom_2_1,nom_3_1,1,?,4.250834
-1.811235,0,nom_2_0,nom_3_0,0,?,3.475917
0.823215,1,nom_2_1,nom_3_1,1,?,1.331742
0.490778,1,nom_2_0,nom_3_0,1,?,1.146822
-1.124656,0,nom_2_0,nom_3_0,0,?,1.894123
-748.215487,1,nom_2_0,nom_3_0,1,?,2.056715
0.089422,0,nom_2_0,nom_3_0,0,?,0.679302
0.721727,1,nom_2_1,nom_3_1,1,?,1.463476
-0.05735,0,nom_2_0,nom_3_0,0,?,0.722136
-0.733935,0,nom_2_0,nom_3_0,0,?,1.756072
-0.649488,0,nom_2_0,nom_3_0,0,?,1.345895
-0.696152,0,nom_2_0,nom_3_0,0,?,1.378405
-1.111015,0,nom_2_0,nom_3_0,0,?,1.489952
0.138399,1,nom_2_0,nom_3_1,1,?,0.711078
-0.668111,0,nom_2_0,nom_3_0,0,?,2.73836
1225.996447,1,nom_2_1,nom_3_1,1,?,1.868426
0.669091,1,nom_2_1,nom_3_1,1,?,2.294088
1.110609,1,nom_2_1,nom_3_0,1,?,1.506158
1.684919,1,nom_2_1,nom_3_1,1,?,3.12332
1.570929,?,nom_2_1,nom_3_1,?,?,?
-1.34211,0,nom_2_0,nom_3_0,0,?,2.566486
0.191222,0,nom_2_0,nom_3_0,0,?,1.652336
-0.16947,0,nom_2_1,nom_3_1,0,?,1.077225
-0.254526,0,nom_2_0,nom_3_0,0,?,1.076029
-0.339808,0,nom_2_0,nom_3_0,0,?,1.343542
1.248366,1,nom_2_1,nom_3_1,1,?,2.478121
-1.257008,0,nom_2_0,nom_3_0,0,?,2.612121
0.18902,0,nom_2_0,nom_3_0,0,?,1.213473
0.869348,1,nom_2_1,nom_3_0,1,?,1.123683
0.576205,0,nom_2_1,nom_3_0,0,?,0.621229
-0.203826,0,nom_2_0,nom_3_0,0,?,0.937682
1.029115,1,nom_2_0,nom_3_0,1,?,1.132478
-0.323535,0,nom_2_1,nom_3_0,0,?,1.212224
0.614859,1,nom_2_1,nom_3_1,1,?,1.371198
-0.51287,0,nom_2_0,nom_3_0,0,?,1.040552
-0.752087,0,nom_2_0,nom_3_0,0,?,1.523927
0.635392,1,nom_2_1,nom_3_1,1,?,1.448477
1.365396,1,nom_2_1,nom_3_1,1,?,2.464929
0.404591,1,nom_2_1,nom_3_1,1,?,0.895561
0.377927,1,nom_2_0,nom_3_0,1,?,0.404554
0.283791,0,nom_2_0,nom_3_1,0,?,0.914975
1.231068,1,nom_2_1,nom_3_1,1,?,2.457915
-0.285474,0,nom_2_0,nom_3_0,0,?,1.984695
-0.516892,0,nom_2_0,nom_3_0,0,?,1.835802
-0.555152,0,nom_2_0,nom_3_0,0,?,1.785637
-1.028487,0,nom_2_0,nom_3_0,0,?,1.979601
-0.094383,0,nom_2_0,nom_3_0,0,?,1.837762
-0.945731,0,nom_2_0,nom_3_0,0,?,1.508128
-1.662178,0,nom_2_0,nom_3_0,0,?,2.314633
-122.243749,1,nom_2_0,nom_3_0,1,?,0.123233
-0.742088,0,nom_2_0,nom_3_0,0,?,1.362518
-2.83435,0,nom_2_0,nom_3_0,0,?,4.628713
0.11725,?,nom_2_0,nom_3_1,?,?,0.422424
1.566816,1,nom_2_0,nom_3_1,1,?,1.865049
1.269391,1,nom_2_1,nom_3_0,1,?,1.629629
1.260069,1,nom_2_1,nom_3_0,1,?,1.508625
0.576259,1,nom_2_0,nom_3_1,1,?,0.857318
0.76682,1,nom_2_1,nom_3_1,1,?,1.561742
-1.347202,0,nom_2_0,nom_3_0,0,?,2.426232
0.641967,1,nom_2_1,nom_3_0,1,?,1.310524
1.841832,1,nom_2_1,nom_3_1,1,?,2.577837
-0.53257,1,nom_2_0,nom_3_1,1,?,2.0743
1.052543,1,nom_2_1,nom_3_0,1,?,1.123707
0.795159,1,nom_2_1,nom_3_0,1,?,1.184257
1.372525,1,nom_2_1,nom_3_1,1,?,2.12285
-0.778428,0,nom_2_0,nom_3_0,0,?,0.993303
0.619078,1,nom_2_1,nom_3_1,1,?,1.813568
-0.414791,1,nom_2_0,nom_3_0,1,?,1.227714
0.730237,1,nom_2_1,nom_3_1,1,?,1.406449
0.187693,0,nom_2_0,nom_3_0,0,?,1.325303
-0.952855,1,nom_2_0,nom_3_0,1,?,1.284224
-0.390363,1,nom_2_1,nom_3_0,1,?,0.560564
0.156529,1,nom_2_1,nom_3_1,1,?,1.581256
-5.153678,1,nom_2_1,nom_3_0,1,?,0.744907
0.254116,1,nom_2_1,nom_3_0,1,?,1.297914
-2.08861,0,nom_2_0,nom_3_0,0,?,2.701992
-0.139631,0,nom_2_0,nom_3_0,0,?,1.380697
137.470677,0,nom_2_0,nom_3_0,0,?,0.308923
0.239463,1,nom_2_0,nom_3_0,1,?,0.709053
0.831849,1,nom_2_1,nom_3_1,1,?,2.651939
-0.145663,0,nom_2_1,nom_3_1,0,?,1.347165
-0.253939,0,nom_2_0,nom_3_0,0,?,1.896605
0.232622,0,nom_2_0,nom_3_0,0,?,0.651815
-902.425382,0,nom_2_0,nom_3_0,0,?,2.108074
-0.076272,?,nom_2_0,nom_3_1,?,?,0.96708
-0.245184,0,nom_2_0,nom_3_0,0,?,2.419869
0.314857,1,nom_2_0,nom_3_0,1,?,1.064757
-0.419264,0,nom_2_1,nom_3_0,0,?,0.76699
0.058812,0,nom_2_0,nom_3_0,0,?,0.731771
-0.126228,0,nom_2_0,nom_3_0,0,?,1.522109
0.483455,0,nom_2_1,nom_3_1,0,?,1.292781
0.876298,1,nom_2_1,nom_3_1,1,?,2.068202
0.857898,0,nom_2_0,nom_3_1,0,?,1.060479
0.118225,1,nom_2_1,nom_3_1,1,?,1.270824
529.837188,?,nom_2_0,nom_3_1,?,?,1.18591
429.963772,1,nom_2_1,nom_3_1,1,?,1.358087
0.073749,1,nom_2_0,nom_3_0,1,?,0.365099
-1.841854,0,nom_2_0,nom_3_0,0,?,4.09311
-0.05092,0,nom_2_0,nom_3_0,0,?,1.481486
-2.16637,0,nom_2_0,nom_3_0,0,?,3.584118
0.793591,1,nom_2_1,nom_3_1,1,?,1.480158
0.625442,1,nom_2_1,nom_3_0,1,?,1.114813
0.132554,0,nom_2_0,nom_3_0,0,?,0.496694
-0.038611,1,nom_2_0,nom_3_0,1,?,0.345556
0.26542,1,nom_2_1,nom_3_1,1,?,1.925933
-2.57017,?,nom_2_0,nom_3_0,?,?,3.710351
-0.781323,0,nom_2_0,nom_3_0,0,?,1.844495
1.6356,1,nom_2_1,nom_3_1,1,?,2.131396
-1.792992,0,nom_2_0,nom_3_0,0,?,3.049265
0.276378,1,nom_2_0,nom_3_1,1,?,1.116385
1921.331087,1,nom_2_1,nom_3_1,1,?,3.385029
1.081627,1,nom_2_0,nom_3_0,1,?,1.476391
1.165515,1,nom_2_1,nom_3_1,1,?,1.923684
0.234744,0,nom_2_1,nom_3_1,0,?,0.63138
0.355625,1,nom_2_0,nom_3_1,1,?,0.760629
-0.51667,0,nom_2_0,nom_3_0,0,?,1.361751
-0.700621,0,nom_2_0,nom_3_0,0,?,?
-1.777612,0,nom_2_0,nom_3_0,0,?,2.390066
-1.32913,0,nom_2_0,nom_3_0,0,?,2.24157
-0.185563,0,nom_2_0,nom_3_0,0,?,1.511994
-1.191649,0,nom_2_0,nom_3_0,0,?,2.313452
0.302826,1,nom_2_1,nom_3_1,1,?,1.359335
0.92125,1,nom_2_1,nom_3_0,1,?,1.484079
1.291256,1,nom_2_1,nom_3_1,1,?,2.980117
-0.783506,0,nom_2_0,nom_3_0,0,?,0.891553
0.29607,1,nom_2_1,nom_3_1,1,?,0.865186
-0.010766,0,nom_2_0,nom_3_0,0,?,1.007604
0.019761,1,nom_2_1,nom_3_1,1,?,0.751659
1.783335,?,nom_2_1,nom_3_1,?,?,3.42375
-0.006389,0,nom_2_0,nom_3_1,0,?,0.78955
-0.949257,0,nom_2_0,nom_3_0,0,?,1.925672
-0.582449,1,nom_2_0,nom_3_1,1,?,0.667209
-0.549676,0,nom_2_0,nom_3_0,0,?,0.808926
0.709646,1,nom_2_1,nom_3_1,1,?,1.417177
-1.48666,0,nom_2_0,nom_3_0,0,?,3.260201
-0.855281,0,nom_2_1,nom_3_0,0,?,1.652849
0.198094,1,nom_2_1,nom_3_1,1,?,1.509198
-0.132357,0,nom_2_0,nom_3_0,0,?,0.856708
0.53987,1,nom_2_1,nom_3_1,1,?,1.622878
-710.546348,?,nom_2_0,nom_3_0,?,?,1.520497
0.138794,0,nom_2_0,nom_3_1,0,?,0.916641
422.780158,0,nom_2_0,nom_3_1,0,?,0.999339
-0.014964,1,nom_2_0,nom_3_0,1,?,0.278758
-567.246871,1,nom_2_0,nom_3_0,1,?,1.297871
-0.494455,0,nom_2_0,nom_3_0,0,?,0.582798
0.458884,?,nom_2_0,nom_3_1,?,?,1.245807
0.78766,1,nom_2_0,nom_3_0,1,?,1.171491
-0.049739,1,nom_2_0,nom_3_1,1,?,0.789696
0.087077,1,nom_2_0,nom_3_0,1,?,0.537177
-1.309548,0,nom_2_0,nom_3_0,0,?,2.890241
-0.284192,0,nom_2_0,nom_3_0,0,?,1.499202
-0.755473,0,nom_2_0,nom_3_0,0,?,1.820714
1.655695,1,nom_2_1,nom_3_1,1,?,2.799756
1.437954,1,nom_2_1,nom_3_1,1,?,2.19254
-0.094241,1,nom_2_0,nom_3_0,1,?,0.435266
-1.698756,0,nom_2_0,nom_3_0,0,?,3.053918
-0.852528,0,nom_2_0,nom_3_0,0,?,2.541923
-1.407429,0,nom_2_0,nom_3_0,0,?,2.903778
-0.079018,0,nom_2_0,nom_3_0,0,?,0.840465
-1.851205,0,nom_2_0,nom_3_0,0,?,3.884083
0.211353,1,nom_2_1,nom_3_0,1,?,0.434376
0.211072,0,nom_2_0,nom_3_0,0,?,2.14652
-0.590771,0,nom_2_0,nom_3_0,0,?,1.236322
1.309141,1,nom_2_1,nom_3_1,1,?,2.071488
0.656963,0,nom_2_0,nom_3_0,0,?,0.950924
0.626766,0,nom_2_1,nom_3_0,0,?,0.816645
-0.118855,0,nom_2_0,nom_3_0,0,?,0.984668
0.57221,1,nom_2_1,nom_3_1,1,?,1.282047
-0.314701,?,nom_2_1,nom_3_1,?,?,1.310082
-1.417356,?,nom_2_0,nom_3_0,?,?,3.100583
-0.481375,?,nom_2_1,nom_3_1,?,?,0.620073
-0.324173,1,nom_2_0,nom_3_0,1,?,0.592634
-1.611293,0,nom_2_0,nom_3_0,0,?,?
1185.423284,0,nom_2_1,nom_3_1,0,?,1.909679
0.799657,1,nom_2_0,nom_3_1,1,?,1.397188
-1.05652,1,nom_2_0,nom_3_0,1,?,2.094632
0.939042,1,nom_2_0,nom_3_1,1,?,1.275649
-1.22377,0,nom_2_0,nom_3_0,0,?,2.489511
-0.952482,0,nom_2_0,nom_3_0,0,?,?
-0.279536,1,nom_2_0,nom_3_1,1,?,1.135861
-0.683234,0,nom_2_0,nom_3_0,0,?,1.647038
0.602187,1,nom_2_1,nom_3_1,1,?,1.024898
-0.927727,0,nom_2_0,nom_3_0,0,?,1.520473
-0.565464,0,nom_2_0,nom_3_0,0,?,1.488642
-0.159974,1,nom_2_0,nom_3_1,1,?,1.092825
-339.399915,0,nom_2_0,nom_3_0,0,?,1.129741
-0.946353,0,nom_2_0,nom_3_0,0,?,1.224621
0.298653,0,nom_2_1,nom_3_1,0,?,1.031377
-1.012884,0,nom_2_0,nom_3_0,0,?,1.55319
0.318229,0,nom_2_1,nom_3_1,0,?,1.219507
-0.654989,1,nom_2_0,nom_3_0,1,?,?
1.670229,1,nom_2_1,nom_3_1,1,?,2.063449
-2.044482,0,nom_2_0,nom_3_0,0,?,3.971578
0.421665,0,nom_2_0,nom_3_0,0,?,1.110527
-0.631763,0,nom_2_0,nom_3_0,0,?,1.744995
0.852995,1,nom_2_1,nom_3_0,1,?,1.041398
-0.655228,0,nom_2_0,nom_3_0,0,?,0.942409
0.524427,1,nom_2_1,nom_3_1,1,?,2.532677
-1.596758,?,nom_2_0,nom_3_0,?,?,2.412064
0.007923,0,nom_2_1,nom_3_1,0,?,0.553838
0.65283,?,nom_2_1,nom_3_1,?,?,1.125931
0.074492,0,nom_2_0,nom_3_0,0,?,1.115784
1.086208,1,nom_2_1,nom_3_1,1,?,2.655094
-0.858578,0,nom_2_0,nom_3_0,0,?,1.250798
-0.533288,0,nom_2_0,nom_3_0,0,?,1.064778
1.535435,1,nom_2_1,nom_3_1,1,?,?
0.594051,1,nom_2_1,nom_3_0,1,?,0.881967
0.608646,1,nom_2_1,nom_3_0,1,?,1.311522
1.724297,1,nom_2_1,nom_3_1,1,?,4.250842
2.130832,1,nom_2_1,nom_3_1,1,?,2.782249
-0.330089,0,nom_2_0,nom_3_0,0,?,1.869276
-1.733402,0,nom_2_0,nom_3_0,0,?,4.695582
-0.311083,0,nom_2_0,nom_3_0,0,?,1.747044
-0.751316,0,nom_2_0,nom_3_0,0,?,?
-0.267474,0,nom_2_0,nom_3_0,0,?,1.703131
1.026742,1,nom_2_1,nom_3_1,1,?,1.737818
1886.942315,1,nom_2_1,nom_3_1,1,?,3.267518
0.552214,1,nom_2_0,nom_3_1,1,?,1.147977
1.006894,1,nom_2_1,nom_3_1,1,?,2.726325
-1.382278,0,nom_2_0,nom_3_0,0,?,2.293098
-0.531564,0,nom_2_0,nom_3_0,0,?,0.992802
