@relation dataset_8

@attribute col0 numeric
@attribute col1 numeric
@attribute col2 numeric
@attribute class {class1,class0,class2}

@data
5.020819,3.97257,5.020819,class1
11.554787,10.690102,11.554787,class2
7.689629,7.278635,7.689629,class1
-0.548413,-0.119551,-0.548413,class0
4.917271,4.736723,4.917271,class1
5.901936,5.799958,5.901936,class1
5.341211,4.855208,5.341211,class1
9.818748,10.531604,9.818748,class2
-0.314444,-1.858209,-0.314444,class0
6.043176,5.519507,6.043176,class1
11.24809,10.582061,11.24809,class2
6.52077,6.55446,6.52077,class1
9.509303,10.131103,9.509303,class2
5.579198,5.059287,5.579198,class1
9.872283,8.957174,9.872283,class2
9.995116,10.186704,9.995116,class2
5.937111,6.697777,5.937111,class1
11.498643,10.77345,11.498643,class2
0.064784,1.060402,0.064784,class0
10.321366,9.925282,10.321366,class2
9.684966,9.565134,9.684966,class2
10.221292,10.320369,10.221292,class2
5.692473,5.493683,5.692473,class1
9.578997,10.955902,9.578997,class2
2.042013,1.468668,2.042013,class0
5.363221,6.194495,5.363221,class1
6.093058,5.953444,6.093058,class1
5.257682,6.250006,5.257682,class1
4.580346,5.066094,4.580346,class1
10.034308,10.190274,10.034308,class2
-0.59677,-1.225221,-0.59677,class0
-0.856014,-1.690447,-0.856014,class0
7.007256,7.015594,7.007256,class1
4.822605,4.899531,4.822605,class1
1.425519,1.038596,1.425519,class0
5.06034,5.300785,5.06034,class1
10.231015,10.860223,10.231015,class2
10.596569,11.028921,10.596569,class2
9.587786,9.686129,9.587786,class2
6.151345,6.58923,6.151345,class1
3.25672,3.767222,3.25672,class1
7.82437,7.919674,7.82437,class2
5.04723,4.37588,5.04723,class1
0.245259,-0.004284,0.245259,class0
10.944534,9.858043,10.944534,class2
-0.318556,0.248002,-0.318556,class0
8.952403,10.771054,8.952403,class2
3.892909,3.72832,3.892909,class1
10.310009,9.870106,10.310009,class2
11.548584,10.7086,11.548584,class2
10.681076,10.564258,10.681076,class2
4.941667,5.484218,4.941667,class1
8.73894,7.679459,8.73894,class2
2.486543,3.90257,2.486543,class1
-0.669824,-0.509262,-0.669824,class0
10.310367,8.879904,10.310367,class2
10.166231,9.578657,10.166231,class2
0.909453,0.317841,0.909453,class0
10.305715,11.073432,10.305715,class2
12.500306,11.708438,12.500306,class2
4.887614,5.417422,4.887614,class1
11.111726,10.22797,11.111726,class2
2.188892,2.169216,2.188892,class0
3.376782,4.097555,3.376782,class1
12.534477,11.259703,12.534477,class2
9.587816,10.656459,9.587816,class2
12.529655,12.051198,12.529655,class2
1.470847,0.782481,1.470847,class0
4.251113,4.682529,4.251113,class1
-1.255032,0.072542,-1.255032,class0
9.176606,9.621258,9.176606,class2
11.229732,11.292088,11.229732,class2
3.680498,3.586518,3.680498,class1
0.625604,0.498619,0.625604,class0
4.183168,4.082493,4.183168,class1
8.683489,9.370353,8.683489,class2
10.646154,10.113352,10.646154,class2
0.81958,1.635913,0.81958,class0
4.242275,3.952852,4.242275,class1
3.898554,4.651228,3.898554,class1
4.93753,4.741571,4.93753,class1
7.073514,7.089034,7.073514,class1
0.766817,1.40862,0.766817,class0
-0.530763,-0.67793,-0.530763,class0
4.587763,5.223578,4.587763,class1
10.362985,10.566951,10.362985,class2
4.538121,5.043684,4.538121,class1
0.122601,1.758469,0.122601,class0
4.721517,5.652844,4.721517,class1
-0.040028,-0.517417,-0.040028,class0
4.678027,5.272654,4.678027,class1
-0.992173,-0.47412,-0.992173,class0
4.025323,3.96833,4.025323,class1
11.206432,10.406948,11.206432,class2
9.455775,10.122894,9.455775,class2
4.16396,4.804494,4.16396,class1
0.856123,0.572873,0.856123,class0
6.578021,5.033803,6.578021,class1
10.976564,10.574393,10.976564,class2
-0.174127,-0.764462,-0.174127,class0
9.822403,10.187166,9.822403,class2
-1.37557,-0.402042,-1.37557,class0
9.619862,9.821415,9.619862,class2
0.343614,-0.706092,0.343614,class0
5.27971,4.299092,5.27971,class1
-0.555745,-0.370142,-0.555745,class0
0.216203,-0.519289,0.216203,class0
9.017884,9.24335,9.017884,class2
4.029518,4.568068,4.029518,class1
1.860885,1.39221,1.860885,class0
5.239176,6.002114,5.239176,class1
-1.752832,-1.957706,-1.752832,class0
5.174256,6.111381,5.174256,class1
9.484966,8.945353,9.484966,class2
4.959375,4.934128,4.959375,class1
9.782041,10.669939,9.782041,class2
5.249729,4.664008,5.249729,class1
5.762109,5.483742,5.762109,class1
6.252063,6.07788,6.252063,class1
5.243964,5.3931,5.243964,class1
5.232759,4.947437,5.232759,class1
-1.16044,-1.004264,-1.16044,class0
-1.495497,-1.156165,-1.495497,class0
11.487772,10.161029,11.487772,class2
5.898837,5.515549,5.898837,class1
12.008925,11.303328,12.008925,class2
3.501947,3.602362,3.501947,class1
10.567579,9.442888,10.567579,class2
9.928091,10.128046,9.928091,class2
3.889037,3.807133,3.889037,class1
0.013421,0.670948,0.013421,class0
0.659145,0.767712,0.659145,class0
11.352654,10.9272,11.352654,class2
0.26445,0.675482,0.26445,class0
4.69605,5.82963,4.69605,class1
8.786143,7.889765,8.786143,class2
4.750985,3.823135,4.750985,class1
0.021329,-1.597852,0.021329,class0
10.083189,9.451576,10.083189,class2
11.132928,10.067743,11.132928,class2
1.678334,1.457547,1.678334,class0
-0.982986,-1.492094,-0.982986,class0
0.344937,0.721931,0.344937,class0
5.17382,5.750107,5.17382,class1
4.489826,5.141989,4.489826,class1
8.083216,8.163828,8.083216,class2
-0.648511,0.22787,-0.648511,class0
5.879736,5.84903,5.879736,class1
0.310179,0.563991,0.310179,class0
4.98779,5.154581,4.98779,class1
0.950227,0.432476,0.950227,class0
-0.34413,-0.154177,-0.34413,class0
10.321735,11.044266,10.321735,class2
5.503358,7.112822,5.503358,class1
10.61654,9.729051,10.61654,class2
0.191521,0.226172,0.191521,class0
9.168619,8.677155,9.168619,class2
-0.782677,-0.525349,-0.782677,class0
11.307591,11.513335,11.307591,class2
9.914299,9.155118,9.914299,class2
4.936834,4.583335,4.936834,class1
0.096056,-0.088101,0.096056,class0
4.619317,4.528866,4.619317,class1
-0.494693,0.236781,-0.494693,class0
6.336829,6.075357,6.336829,class1
-1.558952,-0.1865,-1.558952,class0
10.076233,9.758777,10.076233,class2
10.458082,10.359366,10.458082,class2
9.150147,9.709575,9.150147,class2
5.101327,4.567963,5.101327,class1
5.296827,4.368388,5.296827,class1
0.403879,0.987241,0.403879,class0
9.162543,9.874401,9.162543,class2
0.922283,0.333812,0.922283,class0
9.517133,9.597295,9.517133,class2
5.002223,6.00707,5.002223,class1
6.958802,5.874912,6.958802,class1
10.770103,10.898892,10.770103,class2
6.188021,5.748349,6.188021,class1
-0.429483,0.31237,-0.429483,class0
11.025617,11.256969,11.025617,class2
5.486596,4.886864,5.486596,class1
-0.029984,-0.935411,-0.029984,class0
1.167363,1.012833,1.167363,class0
0.62558,1.0831,0.62558,class0
11.74668,10.208513,11.74668,class2
9.207695,9.519855,9.207695,class2
0.820818,1.191385,0.820818,class0
8.049,7.416288,8.049,class2
-0.49222,0.428475,-0.49222,class0
4.383802,4.642511,4.383802,class1
-0.643278,-0.367633,-0.643278,class0
4.933604,4.787049,4.933604,class1
0.461373,-0.326556,0.461373,class0
6.340129,5.484808,6.340129,class1
10.534567,10.401962,10.534567,class2
10.749288,11.237882,10.749288,class2
0.152019,-0.090227,0.152019,class0
-0.641931,-0.874393,-0.641931,class0
-2.8495,-2.139669,-2.8495,class0
0.025336,-0.566415,0.025336,class0
-1.288348,-1.737343,-1.288348,class0
4.782736,5.172141,4.782736,class1
9.799395,9.825089,9.799395,class2
0.168996,0.610167,0.168996,class0
10.052207,10.082546,10.052207,class2
0.352096,1.063804,0.352096,class0
4.584551,4.681751,4.584551,class1
-0.300297,-0.195403,-0.300297,class0
11.371877,10.49121,11.371877,class2
10.461116,9.592404,10.461116,class2
6.905863,7.353338,6.905863,class1
10.634565,10.439733,10.634565,class2
-0.319746,0.489947,-0.319746,class0
5.149788,5.907377,5.149788,class1
6.020343,6.118294,6.020343,class1
5.72851,6.239454,5.72851,class1
0.291019,0.373906,0.291019,class0
5.965585,5.251826,5.965585,class1
0.136773,0.075558,0.136773,class0
6.389652,5.951086,6.389652,class1
10.985634,11.022662,10.985634,class2
2.309187,2.305704,2.309187,class1
10.817178,9.87089,10.817178,class2
10.99758,9.639597,10.99758,class2
5.569412,5.496615,5.569412,class1
3.818615,5.292773,3.818615,class1
3.350901,3.247311,3.350901,class1
0.33961,-0.264401,0.33961,class0
10.088533,10.327586,10.088533,class2
5.946123,7.031167,5.946123,class1
5.748766,5.304824,5.748766,class1
4.870351,4.311624,4.870351,class1
6.335604,5.589858,6.335604,class1
-0.699606,-1.047692,-0.699606,class0
1.464884,1.265343,1.464884,class0
1.324381,1.312476,1.324381,class0
-0.293129,-1.818764,-0.293129,class0
4.764754,6.051723,4.764754,class1
9.245506,9.546695,9.245506,class2
8.832402,8.871135,8.832402,class2
4.039786,4.44417,4.039786,class1
2.96892,3.523231,2.96892,class1
5.500883,4.421101,5.500883,class1
4.89915,4.829653,4.89915,class1
-0.679544,-1.025455,-0.679544,class0
9.819443,10.187243,9.819443,class2
6.171789,6.148558,6.171789,class1
5.899178,4.869559,5.899178,class1
11.04806,11.496999,11.04806,class2
1.305143,1.183449,1.305143,class0
6.961588,6.346675,6.961588,class1
10.281669,10.107862,10.281669,class2
4.983162,4.761202,4.983162,class1
5.240069,5.917231,5.240069,class1
-0.968689,-1.574271,-0.968689,class0
6.060981,5.381016,6.060981,class1
4.772427,4.951205,4.772427,class1
9.677597,9.966933,9.677597,class2
4.246604,3.369325,4.246604,class1
10.898584,11.200103,10.898584,class2
4.620454,4.059471,4.620454,class1
-0.639548,-0.584917,-0.639548,class0
5.279264,4.823953,5.279264,class1
4.552635,5.230119,4.552635,class1
9.184428,9.773912,9.184428,class2
10.026119,11.17725,10.026119,class2
-1.543258,-1.33322,-1.543258,class0
10.562758,10.74035,10.562758,class2
-1.719975,-1.248573,-1.719975,class0
-0.029348,-0.296726,-0.029348,class0
10.887836,10.792541,10.887836,class2
-0.913685,-0.008228,-0.913685,class0
0.053631,0.873738,0.053631,class0
5.169253,5.429324,5.169253,class1
10.626036,10.672913,10.626036,class2
-0.794421,-0.954996,-0.794421,class0
5.169744,6.28031,5.169744,class1
0.556582,-0.822337,0.556582,class0
0.455361,0.876877,0.455361,class0
2.270399,3.05731,2.270399,class1
1.20515,0.750977,1.20515,class0
5.5242,5.418761,5.5242,class1
11.786076,10.938107,11.786076,class2
4.899424,5.19843,4.899424,class1
-1.449067,-1.055923,-1.449067,class0
3.298243,4.654129,3.298243,class1
9.905577,9.888811,9.905577,class2
5.062651,5.709737,5.062651,class1
-3.456306,-3.037025,-3.456306,class0
5.772499,5.045685,5.772499,class1
9.421082,9.751718,9.421082,class2
5.334694,4.864397,5.334694,class1
9.82912,9.9189,9.82912,class2
9.792318,10.324775,9.792318,class2
10.232326,10.123019,10.232326,class2
10.86303,11.076798,10.86303,class2
4.266346,4.096015,4.266346,class1
5.776862,5.611314,5.776862,class1
8.421796,8.528005,8.421796,class2
3.537301,4.474144,3.537301,class1
9.758085,9.5439,9.758085,class2
4.012831,4.603506,4.012831,class1
10.8892,10.84853,10.8892,class2
8.215298,8.712798,8.215298,class2
-0.448375,-0.43278,-0.448375,class0
8.909663,9.505309,8.909663,class2
6.389436,6.232825,6.389436,class1
5.21129,5.650076,5.21129,class1
5.308597,5.868015,5.308597,class1
0.338871,-0.713445,0.338871,class0
0.8193,1.020951,0.8193,class0
5.803078,5.662275,5.803078,class1
0.143984,-0.315964,0.143984,class0
6.19386,5.333687,6.19386,class1
-0.797227,-0.917312,-0.797227,class0
1.096246,0.740661,1.096246,class0
9.870597,10.112544,9.870597,class2
4.922721,5.939115,4.922721,class1
10.062844,8.934445,10.062844,class2
9.273659,9.950084,9.273659,class2
1.203806,0.470429,1.203806,class0
-3.088037,-2.748214,-3.088037,class0
10.81106,10.858151,10.81106,class2
-0.851598,-1.395485,-0.851598,class0
4.751628,4.767078,4.751628,class1
8.954399,8.783664,8.954399,class2
5.28983,6.25193,5.28983,class1
8.990124,9.547679,8.990124,class2
9.174201,9.896385,9.174201,class2
9.98878,9.884419,9.98878,class2
6.188757,5.601591,6.188757,class1
9.68245,8.503678,9.68245,class2
1.226548,0.804143,1.226548,class0
0.483436,0.292842,0.483436,class0
-1.210339,-0.421017,-1.210339,class0
5.06556,5.584863,5.06556,class1
4.769584,5.089365,4.769584,class1
9.885998,10.157206,9.885998,class2
-0.88256,-0.415797,-0.88256,class0
5.391416,4.955657,5.391416,class1
9.979601,10.477893,9.979601,class2
10.480677,11.231004,10.480677,class2
10.744741,11.154145,10.744741,class2
9.300733,9.420591,9.300733,class2
6.252624,6.370182,6.252624,class1
5.551226,4.722221,5.551226,class1
4.004132,4.897859,4.004132,class1
3.556009,4.014186,3.556009,class1
9.304766,9.086292,9.304766,class2
1.245016,0.007301,1.245016,class0
6.113646,5.932021,6.113646,class1
0.189776,-0.288375,0.189776,class0
0.775982,0.549629,0.775982,class0
7.551485,7.337882,7.551485,class1
5.499907,4.96095,5.499907,class1
10.573175,10.379106,10.573175,class2
-0.732289,-1.06344,-0.732289,class0
0.352314,-0.791264,0.352314,class0
10.045193,10.037862,10.045193,class2
11.260755,10.649243,11.260755,class2
6.468076,6.494282,6.468076,class1
9.442581,8.65793,9.442581,class2
-0.556402,-1.123304,-0.556402,class0
-2.593643,-2.337675,-2.593643,class0
0.44736,0.295506,0.44736,class0
3.036556,2.763935,3.036556,class1
2.901701,2.795862,2.901701,class1
9.588418,8.810301,9.588418,class2
4.052664,4.52062,4.052664,class1
0.448512,1.360396,0.448512,class0
-0.21449,0.785498,-0.21449,class0
-0.474446,-0.48088,-0.474446,class0
0.009565,0.762108,0.009565,class0
6.48536,7.057609,6.48536,class1
5.707567,5.668264,5.707567,class1
9.71311,9.746332,9.71311,class2
9.06459,8.914201,9.06459,class2
4.958374,5.037857,4.958374,class1
4.824898,4.7443,4.824898,class1
4.59831,4.884516,4.59831,class1
10.654305,11.405932,10.654305,class2
9.372412,10.423966,9.372412,class2
10.154414,10.427087,10.154414,class2
10.986132,10.537576,10.986132,class2
4.866037,4.217312,4.866037,class1
11.459428,11.175836,11.459428,class2
8.825248,10.011195,8.825248,class2
9.338438,10.642534,9.338438,class2
6.734026,6.35552,6.734026,class1
0.639934,-0.142113,0.639934,class0
9.636972,9.010705,9.636972,class2
0.541197,-0.55052,0.541197,class0
5.775107,5.250266,5.775107,class1
9.115362,8.831867,9.115362,class2
-1.438003,-1.584522,-1.438003,class0
2.888166,3.001796,2.888166,class1
10.036464,8.473864,10.036464,class2
10.459253,10.347933,10.459253,class2
4.858503,5.262814,4.858503,class1
9.47382,9.633255,9.47382,class2
1.599656,1.464598,1.599656,class0
3.85188,5.147779,3.85188,class1
5.665755,5.095991,5.665755,class1
5.79372,5.920467,5.79372,class1
6.912309,6.320119,6.912309,class1
5.685608,4.922325,5.685608,class1
4.167641,4.336284,4.167641,class1
-1.780012,-1.184265,-1.780012,class0
8.136814,7.926966,8.136814,class2
1.0986,0.929681,1.0986,class0
1.221479,2.055178,1.221479,class0
6.827965,6.393535,6.827965,class1
10.454533,10.169131,10.454533,class2
9.584527,9.915365,9.584527,class2
0.568095,-0.174095,0.568095,class0
10.782408,10.54957,10.782408,class2
9.88592,9.914326,9.88592,class2
9.977954,10.133565,9.977954,class2
10.282144,10.174971,10.282144,class2
-0.066044,-0.223225,-0.066044,class0
9.39942,9.994645,9.39942,class2
0.817394,0.99821,0.817394,class0
5.876141,5.618001,5.876141,class1
6.07182,6.143901,6.07182,class1
4.654587,4.028438,4.654587,class1
5.035415,4.836433,5.035415,class1
-0.388362,0.01571,-0.388362,class0
6.255855,6.611595,6.255855,class1
8.77967,9.212961,8.77967,class2
9.449404,9.65482,9.449404,class2
1.330185,0.982979,1.330185,class0
6.397401,4.109473,6.397401,class1
10.332074,9.4705,10.332074,class2
-1.068966,-0.419348,-1.068966,class0
4.450602,5.249539,4.450602,class1
0.049975,1.244243,0.049975,class0
4.196789,5.079169,4.196789,class1
10.456804,9.349638,10.456804,class2
-0.755216,-1.051672,-0.755216,class0
0.300088,0.207169,0.300088,class0
6.905096,6.903654,6.905096,class1
11.133503,10.22229,11.133503,class2
10.54458,10.11183,10.54458,class2
10.186156,10.408397,10.186156,class2
5.611972,4.432406,5.611972,class1
3.542915,3.440081,3.542915,class1
4.074216,4.06178,4.074216,class1
9.589223,10.373269,9.589223,class2
4.273989,4.497007,4.273989,class1
-1.053386,-0.773486,-1.053386,class0
0.218904,-0.96324,0.218904,class0
9.981121,8.942564,9.981121,class2
8.111001,8.476995,8.111001,class2
10.29513,11.148593,10.29513,class2
9.914805,9.23996,9.914805,class2
-0.948611,-1.106916,-0.948611,class0
3.054779,3.578452,3.054779,class1
5.256064,5.353912,5.256064,class1
5.584719,5.147759,5.584719,class1
9.222925,8.605714,9.222925,class2
0.267549,1.500008,0.267549,class0
5.689316,6.083324,5.689316,class1
5.875278,4.973185,5.875278,class1
3.961726,4.512386,3.961726,class1
8.298961,8.893092,8.298961,class2
9.628229,9.525798,9.628229,class2
10.248252,9.784655,10.248252,class2
-0.792121,-1.499708,-0.792121,class0
-0.362042,-0.235592,-0.362042,class0
5.210899,5.947644,5.210899,class1
9.471259,8.133054,9.471259,class2
10.426599,10.587238,10.426599,class2
11.345664,11.171268,11.345664,class2
11.693046,12.222345,11.693046,class2
-0.602235,-0.839594,-0.602235,class0
9.26459,9.758322,9.26459,class2
-2.226131,-2.606076,-2.226131,class0
5.892264,5.457468,5.892264,class1
10.089228,8.549297,10.089228,class2
8.630102,9.883558,8.630102,class2
3.947767,4.497056,3.947767,class1
10.191846,10.728175,10.191846,class2
-0.636097,-0.744991,-0.636097,class0
3.857836,4.751269,3.857836,class1
0.63953,0.667137,0.63953,class0
3.387501,4.487349,3.387501,class1
10.732434,10.288169,10.732434,class2
-0.102277,0.010388,-0.102277,class0
-0.02425,0.16663,-0.02425,class0
10.888756,10.954029,10.888756,class2
11.018638,11.468906,11.018638,class2
10.056569,10.232555,10.056569,class2
0.719699,1.128959,0.719699,class0
0.204071,0.222324,0.204071,class0
4.201685,5.136665,4.201685,class1
-0.402208,-0.097537,-0.402208,class0
11.087271,10.775114,11.087271,class2
9.718,9.553412,9.718,class2
5.115219,4.352594,5.115219,class1
0.475195,0.430931,0.475195,class0
1.435556,-0.07901,1.435556,class0
3.301639,2.848238,3.301639,class1
0.95152,0.932505,0.95152,class0
10.357494,10.064166,10.357494,class2
-0.825776,-1.464157,-0.825776,class0
4.151965,3.758199,4.151965,class1
0.00504,0.519245,0.00504,class0
-0.396474,-0.519226,-0.396474,class0
10.26163,9.903067,10.26163,class2
5.277491,4.698559,5.277491,class1
4.669699,5.571409,4.669699,class1
10.429343,9.932338,10.429343,class2
11.093129,10.152623,11.093129,class2
1.995262,0.771936,1.995262,class0
10.102481,8.658717,10.102481,class2
5.797481,5.819024,5.797481,class1
9.001911,8.980221,9.001911,class2
6.378369,5.897112,6.378369,class1
9.378928,9.709051,9.378928,class2
8.511818,9.020046,8.511818,class2
0.110543,2.043446,0.110543,class0
6.123382,6.506181,6.123382,class1
5.997021,6.217438,5.997021,class1
5.203905,5.171962,5.203905,class1
4.350595,3.416592,4.350595,class1
0.917769,1.263415,0.917769,class0
4.653644,5.019782,4.653644,class1
3.783899,4.797881,3.783899,class1
-0.570604,-0.219404,-0.570604,class0
-0.503758,-0.276799,-0.503758,class0
-2.292116,-1.087841,-2.292116,class0
8.742724,8.655958,8.742724,class2
-0.553412,-0.36966,-0.553412,class0
5.94713,5.818756,5.94713,class1
6.54989,5.854391,6.54989,class1
5.22998,5.616771,5.22998,class1
6.2211,6.141614,6.2211,class1
9.736312,9.932492,9.736312,class2
0.504079,-0.481196,0.504079,class0
6.413982,7.431067,6.413982,class1
10.759415,11.615239,10.759415,class2
10.400705,9.360855,10.400705,class2
-0.698509,-1.16947,-0.698509,class0
4.743621,4.277044,4.743621,class1
2.223472,1.630674,2.223472,class0
10.138858,10.021092,10.138858,class2
4.097093,4.95054,4.097093,class1
10.246567,10.507606,10.246567,class2
9.107957,9.172936,9.107957,class2
-0.878579,-0.732923,-0.878579,class0
4.766156,5.561462,4.766156,class1
5.602738,6.005946,5.602738,class1
5.285854,4.831814,5.285854,class1
2.200941,2.735178,2.200941,class1
4.395835,4.370376,4.395835,class1
6.306674,6.132153,6.306674,class1
9.67574,10.185454,9.67574,class2
6.597518,6.024066,6.597518,class1
10.398323,10.120085,10.398323,class2
5.155038,6.026071,5.155038,class1
3.796514,4.092546,3.796514,class1
0.000083,0.302318,0.000083,class0
10.169962,10.59394,10.169962,class2
4.278614,2.89179,4.278614,class0
4.10423,3.185748,4.10423,class1
10.166841,10.118135,10.166841,class2
1.941858,0.968786,1.941858,class0
0.887419,0.46111,0.887419,class0
9.481685,9.217878,9.481685,class2
0.762856,1.526326,0.762856,class0
3.69708,3.793675,3.69708,class1
9.902855,10.153224,9.902855,class2
10.614651,11.637549,10.614651,class2
4.866023,5.417996,4.866023,class1
4.607398,3.645256,4.607398,class1
4.69217,4.325114,4.69217,class1
10.163961,10.683243,10.163961,class2
6.819285,6.739362,6.819285,class1
4.330365,4.911523,4.330365,class1
5.291061,5.125567,5.291061,class1
1.459215,1.022374,1.459215,class0
1.131902,0.625448,1.131902,class0
9.486596,9.313675,9.486596,class2
4.175646,4.7219,4.175646,class1
4.884452,4.11824,4.884452,class1
4.538437,3.947355,4.538437,class1
9.896743,9.890493,9.896743,class2
10.661061,10.845435,10.661061,class2
3.954288,4.119063,3.954288,class1
10.388632,10.480974,10.388632,class2
5.227268,5.049531,5.227268,class1
9.534601,8.475132,9.534601,class2
5.942089,5.096632,5.942089,class1
10.949492,11.690599,10.949492,class2
-0.273683,-0.352509,-0.273683,class0
4.997722,5.185219,4.997722,class1
4.439673,3.88148,4.439673,class1
2.57337,4.234861,2.57337,class1
-0.620808,-0.428579,-0.620808,class0
9.588006,9.568395,9.588006,class2
-0.387715,-0.300137,-0.387715,class0
4.147963,3.91841,4.147963,class1
0.181153,0.01445,0.181153,class0
4.220772,4.40324,4.220772,class1
5.045549,6.144393,5.045549,class1
2.192433,2.671701,2.192433,class1
10.909916,10.089194,10.909916,class2
4.793989,4.749227,4.793989,class1
-0.912303,-2.296858,-0.912303,class0
0.864475,0.698674,0.864475,class0
4.8306,5.238992,4.8306,class1
10.282606,11.02793,10.282606,class2
3.892949,3.641954,3.892949,class1
0.352734,0.465914,0.352734,class0
9.286288,10.368197,9.286288,class2
4.787026,4.704195,4.787026,class1
9.011736,9.276829,9.011736,class2
0.807343,1.056198,0.807343,class0
-0.360527,-1.150875,-0.360527,class0
4.361553,5.753426,4.361553,class1
1.457076,0.434451,1.457076,class0
11.360323,10.794517,11.360323,class2
5.631048,4.690772,5.631048,class1
6.908392,6.226351,6.908392,class1
6.512805,5.695621,6.512805,class1
10.019669,10.44345,10.019669,class2
4.663606,4.79593,4.663606,class1
9.973443,8.951235,9.973443,class2
0.130198,-0.610158,0.130198,class0
3.980081,4.187893,3.980081,class1
0.795834,0.004598,0.795834,class0
-0.357473,-0.069542,-0.357473,class0
9.738312,10.739682,9.738312,class2
0.971543,0.188546,0.971543,class0
5.557334,5.136221,5.557334,class1
-1.757431,-0.982457,-1.757431,class0
-0.875474,-0.599259,-0.875474,class0
