@relation dataset_20

@attribute col0 numeric
@attribute col1 numeric
@attribute col2 numeric
@attribute class numeric

@data
-0.310946,-0.947429,-0.947429,0.99715
-2.209309,-1.145505,-1.145505,2.48862
1.182693,1.605649,1.605649,1.994209
2.058,2.258012,2.258012,3.055156
0.34595,0.61586,0.61586,0.706375
-1.834672,-2.017717,-2.017717,2.727124
-1.353867,-0.424589,-0.424589,1.418884
-0.848751,-0.740362,-0.740362,1.126283
-0.629428,-1.022706,-1.022706,1.200877
2.202424,2.825971,2.825971,3.582845
1.034489,1.038786,1.038786,1.46603
0.868832,0.835802,0.835802,1.205584
-0.519585,0.029986,0.029986,0.52045
0.474219,0.26864,0.26864,0.545024
-0.101799,-0.247135,-0.247135,0.26728
-0.33464,-0.227821,-0.227821,0.404829
0.194492,-1.31086,-1.31086,1.32521
-1.220253,-0.976086,-0.976086,1.562614
0.159037,-0.33704,-0.33704,0.372677
1.437794,-0.202651,-0.202651,1.452005
0.576935,1.148641,1.148641,1.285391
0.532878,-0.162828,-0.162828,0.5572
-1.04146,-0.925907,-0.925907,1.393536
2.278124,0.968329,0.968329,2.475381
0.391987,0.563811,0.563811,0.686686
0.035092,0.086323,0.086323,0.093183
-0.814196,-0.882339,-0.882339,1.200599
-1.085485,-1.392756,-1.392756,1.765799
1.04953,-0.271777,-0.271777,1.084148
-2.29194,-1.935357,-1.935357,2.999766
0.742379,0.015494,0.015494,0.742541
-0.210309,-0.517611,-0.517611,0.558705
0.765462,-0.006861,-0.006861,0.765493
2.454889,1.782362,1.782362,3.033693
1.437196,1.194671,1.194671,1.868895
-0.498813,-0.30727,-0.30727,0.585858
1.427028,2.165218,2.165218,2.593179
-0.700246,0.086046,0.086046,0.705513
-0.06441,-0.060965,-0.060965,0.088687
-0.965861,0.442847,0.442847,1.062544
-0.254661,0.300264,0.300264,0.393714
0.919933,0.177422,0.177422,0.936886
0.572359,0.83231,0.83231,1.010116
0.696087,0.781597,0.781597,1.046629
-1.078972,-0.833413,-0.833413,1.363363
0.247424,0.56899,0.56899,0.620459
-0.779456,-0.568718,-0.568718,0.964879
0.016221,0.326527,0.326527,0.32693
0.905481,0.626612,0.626612,1.101153
0.055493,-0.29407,-0.29407,0.29926
-1.37483,-1.206971,-1.206971,1.829463
0.195319,-0.432065,-0.432065,0.474162
1.903153,2.369454,2.369454,3.039129
1.861984,0.910269,0.910269,2.072576
1.07525,0.54031,0.54031,1.20337
-0.338764,-0.861246,-0.861246,0.925476
0.729683,0.831916,0.831916,1.106581
-0.338796,-0.199057,-0.199057,0.392946
0.06906,-0.197594,-0.197594,0.209315
0.689472,-0.351403,-0.351403,0.773858
0.86367,0.871035,0.871035,1.226633
0.121771,0.254471,0.254471,0.282105
0.098223,0.9897,0.9897,0.994562
1.82422,1.78731,1.78731,2.553871
0.183169,0.642341,0.642341,0.667946
-0.152323,1.026536,1.026536,1.037776
-0.315348,0.178092,0.178092,0.362161
0.938612,0.764514,0.764514,1.210567
-0.258163,-0.50753,-0.50753,0.569416
0.788908,0.472954,0.472954,0.919816
0.387097,1.058964,1.058964,1.127497
-0.819445,-1.516964,-1.516964,1.724143
-0.891854,-0.219702,-0.219702,0.918517
1.0416,0.829346,0.829346,1.331445
0.992375,1.985421,1.985421,2.219618
-0.921489,-0.848841,-0.848841,1.252866
-0.297983,-0.593773,-0.593773,0.66435
0.697162,0.322368,0.322368,0.768086
1.345345,0.709246,0.709246,1.520849
1.456436,1.100923,1.100923,1.825716
0.418698,0.481253,0.481253,0.637897
1.050702,1.653949,1.653949,1.95947
-0.781342,0.265761,0.265761,0.825302
0.01101,0.369078,0.369078,0.369242
-0.654029,0.503961,0.503961,0.825669
-0.144026,-0.40032,-0.40032,0.425441
0.273977,-0.421343,-0.421343,0.502586
-0.092892,0.746958,0.746958,0.752712
0.570765,0.071472,0.071472,0.575223
0.737113,-0.014317,-0.014317,0.737252
-0.582709,-0.786875,-0.786875,0.979144
-0.515715,-1.633149,-1.633149,1.712641
-0.831183,-0.472482,-0.472482,0.956088
0.038576,0.709374,0.709374,0.710422
0.130701,-0.53212,-0.53212,0.547936
-0.669954,-1.648224,-1.648224,1.77918
0.6996,0.576283,0.576283,0.90639
-0.626164,0.840513,0.840513,1.048114
0.198876,0.79941,0.79941,0.823777
0.329774,1.074937,1.074937,1.124384
0.757225,0.414228,0.414228,0.863119
0.157985,-0.512528,-0.512528,0.536325
1.037968,0.99636,0.99636,1.438788
0.063087,-0.679544,-0.679544,0.682466
-0.753387,0.384493,0.384493,0.845829
-0.697856,0.578075,0.578075,0.906186
-0.154824,-0.318568,-0.318568,0.354198
-0.721994,-1.413078,-1.413078,1.586841
-2.584492,-2.162384,-2.162384,3.369793
0.688918,1.186278,1.186278,1.37181
0.140252,0.792478,0.792478,0.804793
0.582603,1.044787,1.044787,1.196246
0.931822,1.118782,1.118782,1.45601
0.289599,-0.334331,-0.334331,0.442318
0.603903,0.707944,0.707944,0.930529
-0.216272,-0.323399,-0.323399,0.389051
-0.01201,0.324712,0.324712,0.324934
0.036291,0.444841,0.444841,0.446319
1.441585,1.819293,1.819293,2.321206
0.915987,1.159016,1.159016,1.477278
-1.636443,-1.561597,-1.561597,2.261975
0.298477,0.734314,0.734314,0.792657
-0.107998,-0.367002,-0.367002,0.382563
-0.352478,0.078631,0.078631,0.361142
0.792597,0.921121,0.921121,1.215185
-0.509994,-0.343239,-0.343239,0.614741
1.036742,1.026511,1.026511,1.458958
-1.062328,-1.498958,-1.498958,1.837231
2.406978,3.193803,3.193803,3.99924
0.888167,0.485768,0.485768,1.01233
-0.466842,-0.276052,-0.276052,0.542352
1.413031,0.757559,0.757559,1.603294
1.379782,0.270666,0.270666,1.406079
0.657963,0.662198,0.662198,0.933499
0.514248,0.220084,0.220084,0.559363
0.194457,0.523958,0.523958,0.558879
2.522984,2.581217,2.581217,3.60945
-1.238447,-0.265815,-0.265815,1.266652
1.735663,0.768518,0.768518,1.898196
0.196698,0.056787,0.056787,0.204732
0.103294,0.518511,0.518511,0.5287
0.033449,-0.036574,-0.036574,0.049563
-0.034291,-0.702818,-0.702818,0.703654
-0.261112,-0.842152,-0.842152,0.881703
-0.399159,-0.465834,-0.465834,0.613457
-0.850969,-0.549668,-0.549668,1.013056
0.55393,0.765506,0.765506,0.944901
0.610811,-0.059579,-0.059579,0.61371
0.967061,0.747054,0.747054,1.222005
-1.887258,-1.409096,-1.409096,2.355269
-0.277784,0.230572,0.230572,0.361009
0.282721,-0.038057,-0.038057,0.285271
-0.695456,-0.840935,-0.840935,1.091252
-1.706314,-1.491158,-1.491158,2.266067
0.308327,-1.086356,-1.086356,1.129263
-0.149564,0.212432,0.212432,0.259802
1.31799,0.28223,0.28223,1.34787
1.599664,1.073494,1.073494,1.926478
-1.243239,-0.085451,-0.085451,1.246173
0.478408,0.25747,0.25747,0.543291
-1.811691,-2.335586,-2.335586,2.955873
1.647787,2.089228,2.089228,2.660841
1.058198,-0.085225,-0.085225,1.061624
-0.168222,0.142289,0.142289,0.220329
-0.459329,-0.116269,-0.116269,0.473816
-0.422189,0.046695,0.046695,0.424764
-1.025939,0.8528,0.8528,1.334098
-0.046899,-0.497547,-0.497547,0.499752
-2.066458,-1.16563,-1.16563,2.372539
-0.021604,0.194777,0.194777,0.195971
0.035287,-0.601995,-0.601995,0.603029
-1.883599,-0.538188,-0.538188,1.958977
-0.175449,-0.437282,-0.437282,0.471166
1.245298,0.683954,0.683954,1.42076
-0.201336,0.361794,0.361794,0.414042
-0.006241,1.183925,1.183925,1.183942
-0.4846,-1.184912,-1.184912,1.280177
1.177638,1.551888,1.551888,1.948124
1.377083,1.755042,1.755042,2.230814
0.285735,0.856243,0.856243,0.902661
0.152944,0.077177,0.077177,0.171313
0.658859,1.014497,1.014497,1.209669
-0.172204,0.203278,0.203278,0.266414
-0.187949,0.324727,0.324727,0.375197
0.48572,0.100742,0.100742,0.496057
-1.229253,-0.691136,-0.691136,1.410224
0.323796,-0.997288,-0.997288,1.048536
-0.710345,-0.868466,-0.868466,1.121973
-0.367108,0.492625,0.492625,0.614368
-0.806734,-0.405271,-0.405271,0.902809
-0.275997,0.715037,0.715037,0.766455
-1.365981,-2.360748,-2.360748,2.72746
-0.118227,-0.45134,-0.45134,0.466568
-0.443153,-1.112909,-1.112909,1.197895
-0.655717,-0.323614,-0.323614,0.731226
-0.607327,-1.321481,-1.321481,1.454359
-1.69523,-2.411948,-2.411948,2.948101
2.397118,2.166802,2.166802,3.231286
-1.133062,-1.161405,-1.161405,1.622557
-0.115323,-0.057718,-0.057718,0.12896
-0.676557,-0.065032,-0.065032,0.679675
1.470531,1.665895,1.665895,2.222086
-1.405531,-0.388009,-0.388009,1.458104
0.908535,1.001369,1.001369,1.3521
0.298484,0.121413,0.121413,0.322232
-0.643258,-0.075657,-0.075657,0.647692
-0.688123,-0.169521,-0.169521,0.708697
-0.495369,-0.425461,-0.425461,0.652999
-1.529757,-0.7076,-0.7076,1.685484
-0.331323,-0.219702,-0.219702,0.397547
-0.475915,-1.464477,-1.464477,1.539866
0.829641,0.26803,0.26803,0.871863
1.406943,0.542915,0.542915,1.50806
0.052099,0.576273,0.576273,0.578624
-0.033492,1.280436,1.280436,1.280874
-0.440939,-0.197496,-0.197496,0.483148
-0.120507,-0.667431,-0.667431,0.678223
-0.776235,0.166931,0.166931,0.793981
0.3432,1.248305,1.248305,1.294625
0.283995,-1.622287,-1.622287,1.646957
2.19591,1.939642,1.939642,2.929886
-1.208802,-1.432411,-1.432411,1.8743
-0.56286,0.0107,0.0107,0.562962
0.408002,0.454333,0.454333,0.610643
-0.104654,-0.049665,-0.049665,0.115841
-0.115989,-0.824431,-0.824431,0.83255
-0.068929,-0.391077,-0.391077,0.397105
-0.758037,-1.239606,-1.239606,1.453012
1.596038,0.219903,0.219903,1.611116
-1.617367,-1.730779,-1.730779,2.368854
-0.233135,-0.161383,-0.161383,0.283543
0.075228,-0.988073,-0.988073,0.990933
1.872191,2.36891,2.36891,3.019409
-1.171941,-1.727924,-1.727924,2.087861
-1.154715,-0.619262,-0.619262,1.310287
-0.849729,-0.797575,-0.797575,1.165404
-0.822919,-1.051203,-1.051203,1.334999
-0.492958,-0.446705,-0.446705,0.665247
-0.248366,0.084474,0.084474,0.262339
2.025718,1.173393,1.173393,2.341022
-0.592777,0.020761,0.020761,0.59314
0.860559,0.946417,0.946417,1.279166
0.802453,-0.220083,-0.220083,0.832086
1.809373,1.14306,1.14306,2.140191
-0.857966,-0.401127,-0.401127,0.947105
1.483796,-0.162558,-0.162558,1.492674
-0.047474,0.227162,0.227162,0.232069
0.794177,1.51358,1.51358,1.709281
0.936882,0.980256,0.980256,1.355968
-1.800458,-0.629318,-0.629318,1.907273
0.669021,0.222092,0.222092,0.704921
0.73112,0.314613,0.314613,0.795938
-0.289619,-1.40537,-1.40537,1.434902
0.091383,-0.503836,-0.503836,0.512056
-1.529858,-0.926571,-0.926571,1.788575
0.124831,-0.040251,-0.040251,0.13116
0.055259,-0.022186,-0.022186,0.059546
-0.283658,-0.627645,-0.627645,0.688767
-0.584148,-0.475866,-0.475866,0.753443
-0.239892,-0.939582,-0.939582,0.969723
-0.590016,-0.018647,-0.018647,0.590311
-1.622581,-1.018601,-1.018601,1.915807
-1.065821,-0.901699,-0.901699,1.396078
0.409337,0.044415,0.044415,0.41174
0.504715,-0.906665,-0.906665,1.037679
-0.120143,-0.060643,-0.060643,0.134581
0.417774,0.633771,0.633771,0.759079
-0.30612,0.664458,0.664458,0.731583
1.146846,0.925845,0.925845,1.473922
0.89423,1.090516,1.090516,1.410274
-0.02799,-0.948333,-0.948333,0.948746
-2.053643,-0.830626,-0.830626,2.215263
-0.192439,-0.762512,-0.762512,0.78642
2.693604,2.699265,2.699265,3.813336
-0.84505,0.182388,0.182388,0.864509
1.213731,1.467165,1.467165,1.904131
0.006248,-0.081786,-0.081786,0.082024
-1.250391,-2.19285,-2.19285,2.524296
0.188038,1.089077,1.089077,1.105191
0.840494,0.185985,0.185985,0.860825
-1.524436,-2.15672,-2.15672,2.641088
-1.039264,-0.540928,-0.540928,1.171611
1.393338,1.817594,1.817594,2.290205
-0.468826,-0.663503,-0.663503,0.812425
-0.051537,0.185992,0.185992,0.193
-0.474372,-1.72162,-1.72162,1.785779
2.026963,2.002338,2.002338,2.849199
-0.785882,-1.84014,-1.84014,2.000931
0.006605,1.419762,1.419762,1.419778
0.12627,-0.320519,-0.320519,0.344495
1.012855,0.898541,0.898541,1.353976
0.301218,1.121669,1.121669,1.16141
1.427162,1.319989,1.319989,1.944007
0.108911,-0.455382,-0.455382,0.468225
-0.294151,-0.931626,-0.931626,0.97696
1.455637,2.140545,2.140545,2.588593
-0.36415,-0.392217,-0.392217,0.5352
0.196813,-1.040583,-1.040583,1.059032
-0.350713,-0.345071,-0.345071,0.49201
0.223208,-0.495959,-0.495959,0.543873
-0.163039,0.031776,0.031776,0.166107
-0.552857,-1.178179,-1.178179,1.301444
0.814264,1.622207,1.622207,1.815098
-0.136591,0.25588,0.25588,0.290054
0.938353,0.255941,0.255941,0.972631
-1.235897,-0.486449,-0.486449,1.328184
-0.241973,-0.779925,-0.779925,0.816599
0.014206,-0.056204,-0.056204,0.057972
0.268644,1.592111,1.592111,1.614617
0.970733,-0.372211,-0.372211,1.039646
-0.905476,-0.67068,-0.67068,1.126809
0.385618,-0.445689,-0.445689,0.589355
-0.031364,0.863598,0.863598,0.864168
1.000824,0.867269,0.867269,1.324313
-1.227419,-0.073037,-0.073037,1.22959
0.794754,0.433034,0.433034,0.905071
0.351415,-0.190347,-0.190347,0.399656
0.945985,0.685168,0.685168,1.16805
0.257437,1.398803,1.398803,1.422295
-1.813525,-1.574898,-1.574898,2.401911
-0.711326,0.003158,0.003158,0.711333
-1.033847,-1.98673,-1.98673,2.239628
0.752713,0.800852,0.800852,1.099063
-1.067084,-1.344136,-1.344136,1.716208
0.987827,0.53406,0.53406,1.122953
-1.284536,-1.058595,-1.058595,1.664529
-1.315931,-0.797135,-0.797135,1.538538
-0.697473,0.025137,0.025137,0.697925
-0.734155,-0.351892,-0.351892,0.814133
-0.504752,-1.461114,-1.461114,1.545843
-0.217088,0.635459,0.635459,0.671517
1.733117,2.911192,2.911192,3.388027
-0.263218,0.070321,0.070321,0.272449
-0.678916,-1.608518,-1.608518,1.745926
-1.174609,-1.021974,-1.021974,1.556964
-0.161148,0.636373,0.636373,0.656459
-1.718613,-1.457204,-1.457204,2.253236
1.445867,1.268828,1.268828,1.923657
0.471278,-0.108488,-0.108488,0.483604
0.356574,0.432957,0.432957,0.560889
0.72879,0.996546,0.996546,1.234601
-0.1285,0.066781,0.066781,0.144817
0.039827,0.733244,0.733244,0.734325
-1.387876,-0.700936,-0.700936,1.554835
-0.226389,-1.308012,-1.308012,1.327459
0.631866,1.926654,1.926654,2.027622
1.289154,0.257871,0.257871,1.314692
1.629893,1.773441,1.773441,2.40866
0.989674,0.229888,0.229888,1.016023
-0.755956,-0.133886,-0.133886,0.767721
1.597153,1.65376,1.65376,2.299091
0.120003,0.194387,0.194387,0.228445
-0.485643,-0.304872,-0.304872,0.573407
-0.922783,-0.821921,-0.821921,1.235752
-1.999829,-1.402579,-1.402579,2.442651
0.02269,0.422301,0.422301,0.42291
-0.859164,-0.601054,-0.601054,1.048537
-0.300814,-0.760483,-0.760483,0.817816
-0.154089,-1.320702,-1.320702,1.329661
-1.223816,-0.574752,-0.574752,1.352059
-0.668758,-0.102925,-0.102925,0.676632
-0.213969,0.400318,0.400318,0.453913
0.273228,-0.648839,-0.648839,0.704021
-0.273907,-0.798333,-0.798333,0.844014
2.073327,1.51259,1.51259,2.56644
0.097315,0.085056,0.085056,0.129247
0.072783,-0.218794,-0.218794,0.230582
1.528876,0.333289,0.333289,1.564782
-0.562927,-1.042622,-1.042622,1.184883
-1.558446,-1.338923,-1.338923,2.054621
0.161142,-0.522525,-0.522525,0.546808
-0.366788,-0.262097,-0.262097,0.450809
-1.872735,-2.158033,-2.158033,2.857314
-0.370237,-1.129393,-1.129393,1.18853
-0.558502,-0.934907,-0.934907,1.089025
1.113032,-0.216822,-0.216822,1.133954
0.950737,0.087156,0.087156,0.954723
-0.103719,-0.275485,-0.275485,0.294363
0.729322,-0.038348,-0.038348,0.73033
0.443079,0.155902,0.155902,0.469707
0.242968,0.853116,0.853116,0.887041
3.069904,1.597862,1.597862,3.460849
0.069648,0.250062,0.250062,0.259581
-1.044029,-0.580408,-0.580408,1.194517
-0.816731,-0.527453,-0.527453,0.972242
-0.225205,0.023481,0.023481,0.226426
-1.628138,-1.896501,-1.896501,2.49951
-1.36942,-0.450545,-0.450545,1.441632
-0.909491,-0.825883,-0.825883,1.228517
-1.388599,-1.437814,-1.437814,1.998879
-0.340545,0.118739,0.118739,0.360652
-1.389451,-1.129334,-1.129334,1.790522
0.837304,0.730378,0.730378,1.111094
-0.251877,0.687234,0.687234,0.731937
1.098887,1.305069,1.305069,1.706095
-0.000067,-0.132057,-0.132057,0.132057
-0.495809,0.148196,0.148196,0.517483
-0.792477,-0.341012,-0.341012,0.862733
-2.220238,-2.446871,-2.446871,3.304033
-1.794549,-2.113259,-2.113259,2.772412
-1.042821,-0.456523,-0.456523,1.138371
0.121723,0.674171,0.674171,0.685072
-0.453944,0.390585,0.390585,0.59885
-0.524268,-0.643979,-0.643979,0.830401
-0.420021,-0.305727,-0.305727,0.519506
-1.42448,-1.824001,-1.824001,2.31433
0.925553,1.582043,1.582043,1.832896
-1.542851,-1.505504,-1.505504,2.155674
1.869559,1.214707,1.214707,2.229521
0.524011,1.024959,1.024959,1.151143
-0.122166,-0.414525,-0.414525,0.432152
-0.363192,0.028986,0.028986,0.364347
1.581996,2.115813,2.115813,2.64185
-1.561654,-0.508615,-0.508615,1.642392
0.894912,0.626275,0.626275,1.092286
-0.494094,-0.966442,-0.966442,1.085422
1.016298,0.160745,0.160745,1.028931
-0.604675,-1.060674,-1.060674,1.220927
0.648849,0.326022,0.326022,0.726152
-0.270283,-0.221217,-0.221217,0.34927
-0.256962,-0.697203,-0.697203,0.743049
-0.407624,-0.682344,-0.682344,0.794827
1.241406,0.418738,0.418738,1.310126
-0.503558,-0.087465,-0.087465,0.511097
-0.606323,-1.27348,-1.27348,1.410453
1.379806,0.85018,0.85018,1.6207
0.099724,0.328372,0.328372,0.343181
0.117583,0.124027,0.124027,0.170905
-0.793941,-0.422368,-0.422368,0.899298
0.97457,1.424365,1.424365,1.725863
2.61225,1.998754,1.998754,3.289205
-0.03216,0.224629,0.224629,0.22692
-0.332742,-0.30022,-0.30022,0.448162
-0.411919,-0.575308,-0.575308,0.707571
-0.093003,-0.190618,-0.190618,0.212096
0.52115,0.283901,0.283901,0.593462
-0.894534,-0.975312,-0.975312,1.323414
0.223583,0.821287,0.821287,0.851176
-0.16485,0.044101,0.044101,0.170647
1.111336,1.179974,1.179974,1.620928
1.005124,0.804003,0.804003,1.287127
-1.468558,-0.75487,-0.75487,1.651209
-0.314642,0.233495,0.233495,0.391816
3.247824,2.881268,2.881268,4.341666
-0.757363,0.284038,0.284038,0.808873
-2.258811,-2.837863,-2.837863,3.627078
-0.62496,-1.633856,-1.633856,1.749303
0.133845,-0.019735,-0.019735,0.135292
1.265746,1.084808,1.084808,1.667009
0.87232,0.217446,0.217446,0.899013
0.434604,0.009209,0.009209,0.434702
0.852702,0.468186,0.468186,0.972778
-0.520671,-0.963938,-0.963938,1.09557
-2.28215,-2.991472,-2.991472,3.762594
-2.34966,-1.823237,-1.823237,2.974071
0.64818,1.004685,1.004685,1.195629
-0.615967,-0.883407,-0.883407,1.076951
-0.146187,-0.217386,-0.217386,0.261968
-1.316209,-0.349895,-0.349895,1.361923
0.113374,0.628132,0.628132,0.638281
0.535422,-0.135177,-0.135177,0.552223
-0.446804,-0.562667,-0.562667,0.71849
-1.25579,-1.538785,-1.538785,1.986169
0.270943,0.30754,0.30754,0.409867
1.708665,0.156164,0.156164,1.715787
-0.338733,0.232975,0.232975,0.411118
-0.628809,-0.150457,-0.150457,0.646559
0.814261,-0.451088,-0.451088,0.93086
0.027209,-0.355695,-0.355695,0.356734
0.470484,-0.035385,-0.035385,0.471813
-0.258686,-0.161361,-0.161361,0.304886
0.08761,0.253506,0.253506,0.268218
0.89186,0.194426,0.194426,0.912806
-0.024665,-0.619722,-0.619722,0.620213
0.870844,0.848215,0.848215,1.215663
-0.159702,-0.992069,-0.992069,1.004841
0.942906,0.903226,0.903226,1.305714
0.590052,0.55384,0.55384,0.809259
0.181141,0.561864,0.561864,0.590342
-0.669551,-0.494939,-0.494939,0.832624
0.679468,0.857529,0.857529,1.09409
-1.238261,-1.136083,-1.136083,1.680469
-1.689773,-1.153264,-1.153264,2.045813
-0.018611,0.004837,0.004837,0.019229
-1.009185,-1.005374,-1.005374,1.424511
1.240947,0.686715,0.686715,1.418283
-1.07074,-0.844663,-0.844663,1.363796
-0.104857,0.8909,0.8909,0.89705
0.384974,-0.834733,-0.834733,0.91923
0.379483,-0.255969,-0.255969,0.457742
-0.926907,-0.154046,-0.154046,0.93962
0.131656,0.360291,0.360291,0.383592
-0.627405,0.269957,0.269957,0.683018
-0.98315,-0.151862,-0.151862,0.99481
0.516436,0.944674,0.944674,1.076622
2.400278,1.836494,1.836494,3.022258
-1.02502,-0.181487,-0.181487,1.040963
-0.167858,-0.715641,-0.715641,0.735064
0.485028,0.574692,0.574692,0.752013
0.359257,1.06598,1.06598,1.124891
-1.02486,-0.343058,-0.343058,1.080753
0.562018,1.285581,1.285581,1.403062
-0.452191,-0.024638,-0.024638,0.452862
-1.332316,-1.92083,-1.92083,2.33766
1.124467,0.705902,0.705902,1.327676
0.220453,0.00472,0.00472,0.220504
-0.721708,-1.172699,-1.172699,1.376984
-0.752643,-1.176699,-1.176699,1.396815
-0.457662,-1.04725,-1.04725,1.142886
-0.474854,-1.002047,-1.002047,1.108867
0.348649,0.792893,0.792893,0.866162
0.443331,-0.532379,-0.532379,0.692799
-0.47904,-0.684937,-0.684937,0.835834
0.960929,-0.318232,-0.318232,1.012253
-0.304278,-1.023574,-1.023574,1.067843
-1.208834,-1.536557,-1.536557,1.955067
0.151483,0.115063,0.115063,0.190228
-0.772857,-0.725539,-0.725539,1.060054
0.343782,-0.507473,-0.507473,0.612956
0.652238,1.122858,1.122858,1.298547
-0.632332,-1.479479,-1.479479,1.608944
0.071594,0.877648,0.877648,0.880564
0.049849,-0.175572,-0.175572,0.182511
-0.5355,0.586895,0.586895,0.794485
-0.245129,0.459203,0.459203,0.520534
0.463438,-0.194517,-0.194517,0.502605
0.538349,1.519059,1.519059,1.611633
-1.142885,-1.024665,-1.024665,1.534967
-0.272397,-0.751316,-0.751316,0.799172
-1.161058,-1.472329,-1.472329,1.875049
-0.667512,-0.801666,-0.801666,1.043188
-0.070947,0.127605,0.127605,0.146002
-0.141747,-1.375734,-1.375734,1.383017
0.011982,0.126662,0.126662,0.127227
-0.556626,-0.505324,-0.505324,0.751788
1.139682,0.66239,0.66239,1.318194
0.596181,0.051851,0.051851,0.598432
-0.24729,-0.954692,-0.954692,0.986199
0.49946,-1.42631,-1.42631,1.511231
-0.073175,0.307161,0.307161,0.315757
0.156748,-0.056005,-0.056005,0.166453
-0.872398,0.599117,0.599117,1.058309
1.603658,1.647612,1.647612,2.299205
0.959743,0.219627,0.219627,0.984552
0.391003,-0.831682,-0.831682,0.919009
-0.525534,-0.345632,-0.345632,0.629006
-2.272423,-1.291736,-1.291736,2.613903
-0.830721,-0.31102,-0.31102,0.887035
-0.301768,-1.121781,-1.121781,1.161661
-0.096952,-0.807716,-0.807716,0.813514
-0.631987,-0.764079,-0.764079,0.991577
-2.336208,-2.46457,-2.46457,3.395876
1.789118,2.18767,2.18767,2.8261
-1.95852,-1.458159,-1.458159,2.441726
-0.005398,-0.366949,-0.366949,0.366988
0.552749,1.018951,1.018951,1.159221
-0.895917,-1.234678,-1.234678,1.525483
1.217347,0.917623,0.917623,1.524456
0.054121,-0.619263,-0.619263,0.621623
-0.200787,-1.137647,-1.137647,1.15523
0.639555,0.223311,0.223311,0.67742
-0.859429,-1.206407,-1.206407,1.481228
0.179044,-0.911374,-0.911374,0.928795
-0.717527,-0.291838,-0.291838,0.774606
-1.310994,-2.032154,-2.032154,2.418337
0.596784,0.114711,0.114711,0.607708
-0.074073,-0.715595,-0.715595,0.719419
-0.281691,-0.196005,-0.196005,0.343174
-0.657757,-1.826684,-1.826684,1.941499
1.143832,0.553531,0.553531,1.270728
1.169889,0.295879,0.295879,1.206725
-0.130976,0.373454,0.373454,0.395755
0.890999,1.851108,1.851108,2.05438
-1.764025,-1.476075,-1.476075,2.300126
1.22736,0.863459,0.863459,1.500658
1.456402,1.262094,1.262094,1.927171
-0.726981,-0.348455,-0.348455,0.806177
0.466148,0.228904,0.228904,0.519318
-0.233783,-0.36108,-0.36108,0.430155
-1.064372,-0.146446,-0.146446,1.074399
0.537929,0.449065,0.449065,0.700734
0.267132,-0.67811,-0.67811,0.728829
0.933195,0.863092,0.863092,1.271134
0.591344,-1.062567,-1.062567,1.216033
0.27364,0.790972,0.790972,0.836968
1.302003,1.348188,1.348188,1.874252
-0.623701,-0.802151,-0.802151,1.016095
2.593279,2.150891,2.150891,3.369188
